index,created_at,custom_comment,sentiment
5681,5/14/19,"I ordered our meal on Mother's Day. Finally I get an update that security would not let the driver in. I texted, ""Where are you?"" He stated my job. I've explained 3 times that is not the place I entered and asked when he would be at my address 5 miles away. The driver cancelled my order and refused a refund. I contacted Door Dash for the same restaurant and they saved the day. DO NOT USE Utaxi EATS!",-1
5682,5/14/19,"Months ago, I purchased & loaded an Utaxi gift card on my Utaxi app. It then refused to accept the gift card DEMANDING additional credit or debit card... Hi-jacking & holding the money I spent & entered on the app of their official gift card. Months later, I entered a debit card issued by MetaBank in Iowa & it refused to accept it!!! Now, after nearly 2 hours of trying to access my account data, it won't accept my password. After over an hour of trying to reset my password and receiving numerous reset codes from Utaxi, they still won't allow me access the account! What they're doing is personal data collection of phone number, debit & credit cards, email address & social media accounts. Who's paying them to collect personal data! Sneaky way of personal data collection & robbery at the same time.",-1
5684,05/11/2019,"Rates can be astronomical. Cancellation rates are high. Customer service support, is unhelpful, and most members are hard to understand. Supervisors are not available. Time waiting on hold is beyond substandard. Any issues take 24-48 hours to be resolved, or aren't resolved at all. Money is essentially stolen from passengers, and drivers. Any/all interactions with the company are frustrating, and negative.",-1
5685,05/11/2019,"I use Utaxi service at least 20 times a month, I was charged for an additional stop that I did not take, when I contacted the help website they were less than helpful. I received a response â€œthe driver's additional stop was justifiedâ€",-1
5686,05/10/2019,"Utaxi Events no show. Let me start by saying I LOVE Utaxi. But Utaxi event didn't work, my guest were unable to use the ride I offered. Also I have no way of contacting Utaxi to get answers. I have searched online with no luck - support shouldn't be this hard!",-1
5687,03/01/2019,"My account has been blocked for no reason and without warning my Utaxi stopped working one day, and while I have been using other platforms, I have emailed them several times, I sent them my ID and the cc they asked for, I have contacted them through the app and Twitter and they keep passing the ball to each other and don't respond my questions or emails and 3 weeks later nothing has been resolved and no answer to my emails. Terrible service from such a company. I also learned that is illegal on of the countries I visited so won't be using ever there.",-1
5688,03/01/2019,"I booked a ride to my grocery store (HEB in Austin). Getting there was fine. When I was ready to go home, the app malfunctioned and I could not connect to Utaxi to book my trip home. I had good Internet coverage (I checked) and my phone was working perfectly fine. I just kept getting a read error message across the bottom of my screen ""Cannot connect to Utaxi."" (or something similar to that). I am 77 years old suffer from Stage III COPD and back injury and typically only used transportation for the disabled. I am on oxygen and was carrying that equipment, as well as my handbag and a very heavy bag of groceries.",-1
5690,2/28/19,"My purse was stolen by my Utaxi driver. I left it in backseat around 9:30a on 2/25/19, and this guy tipped myself $27 on a $13.50 trip then did extra rides for himself using my Utaxi account, yep he change my pw kicking me and my daughter out of the app. How you ask, because my personal cell with app access was in his car (currently using work cell) in the purse he stole. Using my locator app I saw he went across the bridge back to NJ so it adds more proof. Then he lies to Utaxi rep, saying he didn't have my bag yet when I threatened to go to the police he lies again saying he dropped it at 3 separate locations. So, if he didn't have it as he told Utaxi, why claim you dropped of a bag you never had... LIES!",-1
5691,2/27/19,"After working for several months in an area without Utaxi, I returned to find the Utaxi had several large â€˜pending charges' on my account. As we are in the process of closing on a house, making sure our accounts are straight is critical... Yet there are the Utaxi charges soaking up funds without ever going into a status to dispute them. Utaxi rather unhelpful â€˜help' page says these charges are necessary to verify account. Normally, these charges are pennies... Not the same amount as a ride (for each of several â€˜verifications')?",-1
5692,2/27/19,"Ordered Utaxi and driver never turned up, charged 23.59 pounds. Utaxi said my fault as I did not cancel trip. After waiting for over 30 minutes and driver never turned up even though app said driver 11 minutes away over and over. Utaxi should give the option of customer being able to call driver from app like other companies.",-1
5694,2/26/19,"I have used Utaxi several times and had no issues until I ran into them incorrectly billing me for a ride in October 2018. I noticed that I had requested a ride to Newark airport for a colleague and they billed me the ride to Flushing, NY instead and doubled the price. I disputed the charge with my credit card company but paid them $38.00 for the ride. After that I tried to get them resolved but it is so difficult since they are clueless and have no intention to resolve the issue. Two weeks back I requested an Utaxi and they would not confirm the ride due to the rightfully disputed charge.",-1
5695,2/26/19,"My driver falsified my delivery, the customer service representative reiterated obvious information with no plan of action, and the manager tried to reassure me with a 100% refund that's mandatory. By the end of the call, the restaurant I ordered from closed and UtaxiEATS management replied, â€œWell, there's other places you can order from in the areaâ€",-1
5696,2/25/19,"On 2/22, I rode from my office to my home 7 miles in 10 minutes and was charged $35. On 2/25, I summoned the same service for the same trip and was quoted $58. The driver said the trip was 14 miles. I said to follow my normal 7 mile route, which he did and arrived 10 minutes later. I asked Utaxi to review the charges and refund the obvious erroneous overcharge. They said the fees are final because they are within the estimate. I asked them to explain why the estimate was over 50% higher than the same trip from three days ago. They declined to make any adjustment, basically saying, ""We told you we were going to screw you and we did, so stop bothering us.""",-1
5697,2/25/19,"I have been waiting for my $19.85 since February 7th! I have called your customer service office SEVERAL TIMES only to get the runaround. My last time calling was yesterday and I was told that the money would be in my account today, IT IS NOT IN MY ACCOUNT!!! The issue started on February 7th, when I tried to cash out via instant pay. For whatever reason, the money did not go to my bank. I was told that the amount would be deposited into my account during the following weekly deposit. It wasn't. I am sick of calling your customer service representatives, that apparently have no clue of what they are doing and do not have access to real information. I would just like to receive my money that I am owed without getting the runaround and generic excuses!!",-1
5698,2/24/19,"I called Utaxi for a ride from my home to my job and before I reached my destination, my upfront fare price almost doubled. I went online the same day and requested an explanation. Of course, they couldn't explained it, so they gave me my money back. A month later, the same thing happened to me. I called Utaxi from O'hare airport to my home, and this time, I screenshot the upfront price because at this point, I can't trust the company due to my previous experience. Sure enough, while I was already in Utaxi, my upfront price changed from $28.20 to $52.22.",-1
5699,2/21/19,"This was the worst experience I have ever had. Customer service was horrendous, and my issue was NEVER resolved. If you can avoid ever using these two companies that would be the best option for you. Go bank and Utaxi support are filled with people who do not know what they are doing. All I wanted to do was set up my Utaxi Visa Debit Card for rewards and it turned into 7 hours on the phone between both companies, I can't tell you how many ""disconnected"" (hung up on) calls I had. AVOID AVOID AVOID.",-1
5702,2/20/19,"They never showed up for the taxis we booked, they cancelled them and then charged me each time Â£6 cancellation fee. My clients were 45 minutes late as a result of me having to keep rebooking taxis with them. As a result I lost a large contract, as well as them trying to continually take payments from my account until my bank stopped all payments. When I complained about this issue I have have had no resolution and they still owe me a significant amount of money. We will never use them ever again. Trust your local taxi firms instead to turn up and not rip you off.",-1
5703,2/20/19,I drive for Utaxi/Utaxi Eats. Whenever a situation occurs and support is needed the headache begins. They are completely scripted responses. They do not actually respond to the situation but instead say it will be looked into. They then email days later and again give a script response. Never actually addressing the questions or issues. Very difficult for both customer and drivers. With customer service being what it is I would suggest avoiding Utaxi.,-1
5706,2/19/19,I had a worst experience using Utaxi in Delhi. They charged double the estimated fare and never gave any explanation which raised dispute between us. I strongly recommend not to use this ** app in your lifetime.,-1
5707,2/19/19,"I am a Utaxi user and I really love using this application especially when you go home late night. Recently, my friends and I went to a house party. We took Utaxi to get home, we were little tipsy at that time. I was sitting in front of the car and after five minutes I told to driver that he needs to pull over because I was going to throw up. He eventually pull over the car and I clearly puked outside, the flow of our travel was smooth, the driver was fine. However, the fare was also fine when we got home. Few days later, Utaxi sent me an email that the driver charged me $80 for vomiting inside his car. I called Utaxi service to complain but they did not solve my problem. Ever since that happened, I became more careful using this application. Furthermore, I do not have any bad intentions for the Utaxi company. I am just here to share my experience with Utaxi to inform other users that they may encounter this kind of scenario.",-1
5708,2/17/19,Recently we went to Chesapeake Energy Arena for a concert. Used Utaxi because we were not familiar with Oklahoma City. The fare from our friend's home in OKC to the arena was $21.49. When we used the App to return the fare was $45.58. We had no other way to get back so had to pay the more than doubled fare. Everyone should be warned of this practice after an event.,-1
5709,2/17/19,"Speaking as a driver for almost two years, as well as a customer for even longer. Utaxi by far has the worst customer service experiences. That is as a driver and customer. Avoid Utaxi at all costs, if you have an issue or report of a wrongful charge on your account, forget about it, you will never see that money again. Utaxi customer support does not even have a number you can call! Finding the email support line is very difficult, and once you do, you won't get a response back or even the slightest bit helpful of a response.",-1
5710,2/17/19,Worst support provided by the Utaxi. They don't have a customer care number and not responding on mail as well. Whenever they want they block the account without informing to customer. Also on mail they didn't provide any reason why they block account every time.,-1
5711,2/13/19,An Utaxi cancelled on me on Jan 5th. Went to order a ride on Feb 13th to find out from my bank I owed them money. I will not stop till I get my $12.90 back. Then they tell me after 30 days Utaxi can't do anything. I'm so MAD!,-1
5712,2/13/19,"If I could give them a minus 10 star I would. I have used Utaxi in many occasions. This was by far the worst and still ongoing problem. I recently was in Denver, took Utaxi to airport as early morning flight. That was January 7th, I was billed $41.58 plus tip. It was originally a hold on my credit card and a charge several days later. On Feb 2nd I was notified that my Utaxi receipt was updated. Looked at my credit card statement online and saw an identical charge with identical trip number charged to my account almost a month later. Contacted Utaxi by the app which went to someone in India that claimed they had a glitch in their system and I wasn't charged for the trip in Jan 7.",-1
5713,02/12/2019,"I bought $75.00 worth of Utaxi credits I needed to get to work. Tried to log in and it said my password was incorrect, etc... I gave all the relevant info needed to update my account. I can't log in so I had to call my job to let them know I was having transportation issues. This is day 3. I emailed Utaxi customer support and it just goes into a loop (please send screenshot of phone number you would like to use)...total nightmare. I expect a refund and won't stop until I get one. There is no excuse for what they did. From now on I'll take Be-Taxi.",-1
5714,02/12/2019,"On Saturday February 9th me and 3 of my friends were trying to get a ride back to our hotel from a concert. We were canceled on 3 different times and stuck out in the cold because the bar we were at was closing and kicking people out. We downloaded Be-Taxi and got a ride right away. I will NEVER use Utaxi every again. I would NEVER recommend it to anyone. From here on out I will be riding with Be-Taxi. Thanks for the awful experience! And to top it all off they charged ME a cancellation fee! HA! I'm not the one that cancelled! And they don't have a customer service line to call to discuss the issue, so my only other option is to let everyone else know!",-1
5715,02/12/2019,"Today we used the Utaxi app to try to get a ride to work for my daughter. After request, the phone rings and it is the requested driver informing us that because of the weather (winter in Michigan) it would cost us a surcharge of $20 because he had to switch from his car to his truck. I do not see how his switching vehicles becomes our financial burden. Utaxi needs to set limits on things and not allow their drivers to charge customers what they want. They already started charging more in general, now service charges before you even get a Utaxi. Sucks, this used to be a good service.",-1
5721,7/25/18,"I have used Utaxi since they came to my area. The prices have skyrocketed since they first began service here. The last two times I used it, the driver was lost and driving around forever so the wait was extremely long. Besides the price hikes, I really like Utaxi.",-1
5723,7/24/18,Utaxi has really been difficult. I would like to use my account to order food but the number associated with my account is almost 5 years old. I haven't had that number in AT LEAST 3 years but they will not allow me to change it because according to support the only way to change it is through the app. So I download the app and enter my number but obviously that doesn't work cause it's not associated with my email. It is however associated with the driver account I attempted to make but there was no email associated with that account because the process was not finished.,-1
5724,7/24/18,"I send for an Utaxi service and they gave me a price. After arrival, I ended up paying $25.00 more. This is the first time it has happen. I will never ride Utaxi again. People should know the final amount before accepting the service.",-1
5730,7/24/18,Usually excellent. The one time I had a driver who went 2 hours out of the way (while I fell asleep) the charge was enormous. Utaxi credited me back within 2 days.,-1
5731,7/24/18,"I usually have good experiences with Utaxi. Drivers are pleasant and cars are clean and on time. My only complaint is the extremely high rates at peak times. I had one trip where it was $60 to the event and $315 to return home. Obviously, I had to find another way to get home.",-1
5732,7/23/18,"An Utaxi account that was recently set up was hacked today with my credit card info being use to charge at least 3 trips in North Carolina, all with the same driver. Fortunately my credit card company's security is such that they caught it shortly after I did and canceled the card. It seems to be virtually impossible to cancel the Utaxi account. None of the so-called Utaxi support numbers function nor can one find out how to do it online.",-1
5736,7/23/18,The drivers were fine. The problem was I could not speak to a live person. It was very frustrating not to be able to talk to a person. On occasion it took me over 2 hrs to book a ride. Their system went haywire.,-1
5740,7/22/18,"DON'T EVER USE Utaxi!!!! They don't hold any of their drivers accountable for their actions and they are dismissive and unprofessional when you try to contact them to resolve an issue or complaint! I had an Utaxi driver damage my BMW in a hit and run and Utaxi did NOTHING to resolve the issue. They couldn't even apologize on her behalf! I had a description of the driver, her SUV, video footage from the hotel, witness statements, pictures of her car before she fled and they still can't compensate me in any way, let alone apologize! I mentioned that I had to seek medical attention and they don't show any sympathy or concern for my well-being! If this driver didn't have something to hide (i.e. drunk, drugs, weapons in the car etc) then why would she run knowing there were cameras at the hotel and multiple staff who saw her and told she was wrong and she saw me taking a pic of her SUV!? What's even more ridiculous is they don't consider their drivers as their ""employees""! Read this for yourself ""Driver-partners are considered as independent contractors and not employees. This technically means that driver partners are not employed by Utaxi Technologies, Inc or one of its respective company subsidiaries.Also, please be advised that the Incident response team is the sole entity in charge of handling all accidents and property damage claims. All claims that we handle are processed based on facts, reason, and logic.This being said, some customers that are emotionally invested in the situation can take this as a lack of empathy. Their need to be heard and understood will often outweigh their ability to focus on the details of the problem.Lastly, if you would want to directly speak to our CEO you need to find a different channel to do so as we are unable to cater to your request. I trust I've been able to explain our position clearly.""Ps. Pray you don't ever get in an accident with an Utaxi driver in vegas because the useless cops and laws here will allow these drunk/high Utaxi drivers commit crimes!!!! LVPD doesn't give a fck about driving under the influence. 
 FCKN UNBELIEVABLE!!!!!!!!! FCK Utaxi AND CAN'T WAIT FOR THESE FCKS TO GET THEIR DAY IN HELL AND GO BANKRUPT!",-1
5741,7/22/18,"I was planning on taking an Utaxi to Midway airport on my recent trip to Chicago. I was planning on leaving at noon. I checked what it would cost me around 11:30. I was quoted $35. 20 min later when I got down to the lobby and ordered my Utaxi, the price jumped to $58! I switched to Be-taxi which was only minimally cheaper. Next time I will leave myself more time and take the train! Very disappointed because I really enjoyed taking Utaxi from the airport. Never again! Taxis are cheaper!",-1
5745,7/22/18,The first time they left me because I wasn't outside fast enough and when I did the app again that morning the price had gone up. Time was of the essence because I needed to get to the airport. I then took a shared ride. That's when I learned what that means and everyone wasn't going to the airport.,-1
5746,7/21/18,"The first (and last) time I ever used Utaxi, the fare estimate was $61. When I logged on to book a car, I got a screen that looked like upgrade options, the lowest of which was $89. There was an option to ""Skip this Step"" so I did. I never got a screen telling me my total or asking me if I agreed to book it or not. Just that the car was on its way. The car that arrived was a huge SUV that could probably seat at least 8 people (I was alone and had one small piece of luggage and a backpack), and when I looked at the receipt later, I saw that they charged me $150 for this unnecessarily huge vehicle. When I wrote them about it they claimed I submitted a different destination location, which is entirely untrue. And they were so cold as to not even give me a break as a 1st time user, refunding at least some of that outrageous total. Terrible company in my experience.",-1
5747,7/21/18,The Utaxi app has the help option but only accommodates a number of preset problem configurations and absolutely nothing outside of it. I had an issue where I was grossly overcharged for a ride. Now there was construction in the area but the driver admitted that he was completely unfamiliar with the area and therefore his lack of knowledge was the more significant reason for my delay.,-1
5752,7/21/18,"Utaxi was a life saver when we needed it. The drivers were all wonderful courteous people but the company was not so great. There is no way to get help or even talk to someone from the company and the app was difficult to navigate. There were added fees like Utaxi technology fee that were not explained or mentioned that was just taken out of our account. There wasn't even a way to ask about it and the drivers got none of the extra money!! Lastly, I kept getting strange texts for Utaxi codes after I began the process of trying to be a driver. I changed my mind when I found out someone was already trying to hack my account and rack up an unknown amount of charges on it. I will not use Utaxi again unless it is like the last time I had to do it an emergency with no other options.",-1
5754,7/20/18,I requested a ride from Times Square to the Statue of Liberty. The rate was $26 and supposed to take 20 mins. There was a lot of traffic so I didn't think much of the long ride until I started to notice all the cars had New Jersey plates. We were in Hoboken because our driver had obviously taken a wrong turn somewhere. To make matters worse he spoke little English so he could not explain what was going on. At one point he turned onto an entrance ramp in error and tried backing up it. When that didn't work he turned around and drove the wrong way. When we finally got to the New Jersey side of the ferry I received the final fare from Utaxi at $77! When I filed a complaint they said I had input the wrong address so it's my fault we ended up in New Jersey and refused to refund me the fare. Numerous emails back and forth got me nowhere so I am left having to dispute the charge with my credit card. Stay away from this scam artist company.,-1
5759,7/20/18,"They play around with the prices a lot, both Utaxi and Be-taxi. You're using a App and it's not really a â€œcompanyâ€œ. That's customer based oriented and you can just pick up the phone and deal with someone. You're a number and it's not personal. The drivers bare all the cost, they pay for the car, the maintenance, the gas, their time and they are not a employee with benefits. Utaxi maintains the app but they charge the customer too much and keep too much from the driver. It's up to 40-50% in Utaxi fees and cost for doing nothing.",-1
5760,7/19/18,"The driver ""cancelled"" and they charge me a cancellation free!! - I use the App for an Utaxi to pick me up from a gated community. The application directs me to a pickup intersection about 1/4 mile from my current location (on a very hot muggy night). I arrive there but me driver. After a 10 minute wait, I get a ""ride cancelled"" message from the App. At the time of the message notification, I see the driver on the App about a mile away at one of the entrances.",-1
5764,7/19/18,They charge me $35:00 for an eight-mile trip. When the request was made it was eight dollars. When the driver showed the final figure it was seventeen. When I saw the final charges it was 35:00. Utaxi is horrible in my opinion.,-1
5765,7/19/18,"I thought that some of my trips were overpriced due to the fact that I was going such a short distance, but understand that this is how the driver gets paid! But the surge pricing was outrageous and would always wait a few extra minutes for it to lower as I wasn't about to pay sometimes 15.00 or more for a mile and a half ride!",-1
5766,7/19/18,"We landed in Syracuse airport at 11:45 pm on a Sunday night. Used the Utaxi app, a car was shown on the map as on the way from the city. Then it disappeared. No Utaxi ride. Waited an hour and caught a regular cab. Customer service was non-existing as usual. Hey Utaxi! That's no way to run a business! If you say you are a service to the public, then act the part.",-1
5767,7/18/18,"In Las Vegas airport Utaxi pickup area... The Utaxi guy told me he was my ride but that was not true. He had another person he was picking up, when they arrived they were too big for us all to be in car. So he made me take my luggage from his trunk and call another Utaxi. He was Never my driver but I didn't know that. (They all looked alike.) I wish I had his name.",-1
5768,7/18/18,I have had at least 2 drivers come on to me in a sexual manner. Another kept calling me at home to go out with him. Don't know how he got my number. Will never use Utaxi again. Only Be-taxi.,-1
5770,7/18/18,We used Utaxi to and from the airport in Philadelphia in December. It was quick and convenient. But this is my only experience with them. I went with my boyfriend. I'm not sure if I'd feel as secure if I'd been alone. I don't feel like they do a thorough background check on drivers. I've heard too many stories where the passenger is harassed or hurt.,-1
5773,7/17/18,"I travelled with Utaxi driver Girish on 15th July 2018 in Pune, from Karvenagar to Pune airport. After the trip was completed, the driver asked for amount Rs. 340, and he did not mention anything about charging from my linked credit card. I paid the entire amount of Rs 340 to the driver in cash. NOW Utaxi IS CHARGING ME SECOND TIME FOR THE SAME TRIP, HORRIBLE CHEATING which is illegal, unethical, immoral and totally unjustified! They have refused to even talk with the concerned driver, and are constantly harassing me to pay the double amount for absolutely no reason.",-1
5779,7/16/18,"Overall my experience with Utaxi is wonderful with the exception of my 1st attempt, while I was trying to figure out the app, and got charged for a trip I cancelled within 3 MIN!",-1
5786,7/15/18,I took Utaxi to the airport but on the return trip the app wouldn't work â€” I finally deleted it and added Be-taxi and took them home. I was really angry after arriving and exhausted.,-1
5789,7/15/18,I didn't order rideshare but I was charged. My bank refunded my money but I will never use Utaxi's rideshare app again. There isn't a live person to talk to only email.,-1
5790,7/14/18,"tried to sign up, this is what happened, not sure why they have banned me :-) the post is quite funny and you can find it here https://goo.gl/gNALhT",-1
5793,7/14/18,"Sometimes impossible or at a minimum, very challenging to find a car in our area depending on time. Also have had issues where the larger size car is not available and we have to squeeze 4 adults into a small car.",-1
5795,7/14/18,"I've had 90% great rides. The other 10% were either rude or acted like you were bothering them asking for a ride. I've had the worse experiences with Middle Eastern men who don't seem to like women questioning/telling them anything. But, to each their own.",-1
5797,7/13/18,"I saw on the APP, the economy car from NYC to Jersey City would be $46. I arrived and I was sent an email that said I was charged $72. I have been trying all day to get a refund and they will not take care of this. They just keep replying all sorts of random reasons why they cannot refund me, all using different cuts and pastes (Let me clarify, different people are answering the inexplicable reasons, with NO fair explanation.)",-1
5798,7/13/18,"I've stopped using Utaxi and switched to Be-taxi. Be-taxi is a hundred times better, and everyone agrees to that. It was a rainy day when I requested a trip. When I finished my trip, the next day I was charged $150 as a ""Cleanliness Fee"". I did NOT throw up or create a mess of any kind. But just because my shoes were wet they charged me that insane amount. On asking them, they replied with a photo of the ""so-called-mess"" saying the driver had to clean this up so he couldn't accept rides. There were small yellow petals lying on the mat, that a rider before or after me created. But charging me for WATER?!? The dumb ** don't know that the mat he had in car dries on its own in a few minutes, and he clearly charged me to make that money. I DO NOT APPROVE of this transaction as I did not create ANY mess. It was NOT authorized by me.",-1
5799,7/13/18,I have been a devoted customer in Canada and the US. I have had continual operational issues in Calgary. My house in downtown Calgary doesn't even work on their maps. New drivers get lost 75 percent of the time to the international airport. The biggest complaint I have is today I waited about an hour to receive a ride 4 km away from my house. l should have walked. Through their incredible incompetence they charged me a cancellation fee as I'm standing directly under the address sign for over 30 minutes. I just hope people stop using an unsafe and unreliable mode of travel in the future.,-1
5800,7/13/18,"Rudest, most ignorant and have had 3 or 4 that drive past & LEAVE you stranded particularly IF it IS A RIDE SHARE. THOSE ARE the most economical however some drivers don't want to take them.",-1
5802,7/13/18,"We have used this service frequently in several cities. So far it has largely been very positive. Most cars, prompt, clean, safe and the drivers courteous. No major complaints. The timing is sometimes off...they come too quickly and are impatient or are slightly late. For the most part, it is good to excellent. Keep the prices down to have an edge over other taxi services.",-1
5803,7/13/18,"If there is an issue there is no way to contact anyone except by email. A driver in Tanpa had a car that should have not been approved, did not assist with bags. The day after my flight home, he put in a ticket for a ride which of course was a know-how for which I was billed. I had to email ISO of speaking to someone to resolve this which they did.",-1
5806,07/12/2018,"Unfortunately my Utaxi account was charged for rides I didn't take. I'm in San Jose, CA and the charges were all the way in India. My initial reaction was to deactivate my Utaxi account only to find out that the only way to reach out to Utaxi, no matter how serious, was through the app so I had to log back in to my account. I sent them the details and I received a reply from them after nine days to tell me they will investigate it. It's been a month now and still I haven't heard from them!",-1
5808,07/12/2018,"They don't have a well trained staff, their drivers can come on any of the vehicle (vehicle nos. are different while picking up and different while booking). If ask about original vehicle no. they simply say, ""mai hoon na phone bhi mere paas hi hai kya hua agar gaadi ka no dusra hai toh."" This is a bad part. It should be same vehicle no. which they show at app or while booking a ride. They also don't care if you make a mistake while booking if, all they require is money. They don't care about customer service.",-1
5818,07/10/2018,"I was shown a basic fare for the Utaxi ride that I booked and the amount is usually same for that route (even with Be-taxi). The ride was completed and the basic fare was deducted which was fine. However, later Utaxi decided to an additional 5$ on the base fare giving the reason that the route had a flyover where Utaxi takes surcharge or toll. I often go by that route but never have I paid any toll or surcharges before. I asked them why wasn't it shown in my base fare or when I booked the ride, they did not have any proper answer. I had attached the response to this complaint. Kindly refer.",-1
5819,07/10/2018,"Utaxi really sucks. I took a Utaxi ride a month back and I wanted to get the receipts for the same. Since it was not sent to my email, I was trying to go online and to check it, however the authentication process of ""I'm not robot"" was so annoying. The process goes likes this, it asks you to select the pictures with the keyword that was given in the heading like 'Cars', 'Streets' from the list of pictures. I was doing it for some time, but Oh my god, it was so frustrating that it never ends, it will ask for some more than 50 times and it really tests your nerves. I wasted an hour on figuring this out and I finally gave up with super frustration. Guys... seriously... do you really value consumer feeling. I would request you to please continue only if you do so.",-1
5820,07/10/2018,"I am disgusted with Utaxi. I been using them for some time now. I added my credit card information on Sunday to pay for a ride. I have 3 credits on there already for Monday morning. Someone in Miami, I live in New York using my credit card for Utaxi all throughout Miami. Hacked my Gmail account a nightmare. I had to closed all of my accounts. So unbelievable. Utaxi is not a secure service. They didn't even really apologize or offer me something for free. They should be fine for ** like this. My life has definitely been changed from this experience.",-1
5821,07/10/2018,"As a disabled person, when in SF, Utaxi and Be-taxi are often the only choice I have. I prefer to call or hail a taxi, but that's not always possible. However, Utaxi's existence has caused a marked increase in traffic, making it harder to get around and customer service is non-existent.",-1
5827,07/09/2018,"I recently needed the services of an Utaxi driver in order to make a doctor's appointment on time. I ordered the Utaxi the night before my appointment so as to avoid any problems that would potentially occur by doing so at the last minute. Little did this help as the driver could not find my address the next day and cancelled the pickup request causing me to run late. Some days later I found a $5 charge had been made to my credit card for the driver's cancellation. (I don't understand how Utaxi can get away with billing the customer for the driver's cancellation.) Consequently, I disputed the charge with my credit card company who immediately refunded my money.",-1
5829,07/07/2018,"We had a great driver last Sunday from LaGuardia to Times Square. The cost was $31. When I scheduled a pickup Friday for our ride back to LaGuardia the price was $51. After waiting for several hours to get some type of confirmation that we would be picked up, we ended up using yellow taxi which was only $45. Just be sure to compare $$ when you travel. Our yellow taxi driver we spoke to the night before at 9 pm said he would be waiting for us at our 4:30 am to pick us up, and there he was waiting when we came out at 4:30 am. That is what I call service. Tried contacting Utaxi but as you know no calls allowed.",-1
5831,07/04/2018,"I used Utaxi for the first time while in Italy. Tried two times to find my drivers. They had my hotel name. I was waiting outside for them. One driver never showed up. The other was late. Said he was waiting for me down the street. I Cancelled. Utaxi then charges me 20 euros for two rides that never happened. It took a "" act of congress"" to get a refund. They don't have customer service phone support. Just email and a self help system that has pre- chosen choices for you to pick regarding your problem. Then It directs you to a AI type system which is no help. Until this multi million dollar company decides to invest in real phone support with a real C.S agent, I'll never use them.",-1
5834,07/01/2018,"Every midnight people call my home phone. Ask for Utaxi rides - ""When are you coming to pick me up?"" I said, ""This is not Utaxi phone."" There is no way to find help from Utaxi.com to figure out how they put my home phone number as Utaxi driver - frustrated.",-1
5835,6/30/18,"I love Utaxi. However, its customer service can do better. Read my Story. I have a fear of driving. As a result, for the last four years, I have used Utaxi almost every day to go everywhere; work, events, etc. I even use Utaxi when I travel abroad. As an Utaxi-veteran, I have experienced the good, the bad and the ugly. Yesterday, I forgot my phone in an Utaxi vehicle. When I realized this, I used my room mate's phone to try to log into my account and contact the driver. However, I had forgotten my password. I decided to request a new one. That is where the trouble started. To help you retrieve your password, Utaxi has a two-step verification; they send you a four-digit code to your phone. This, of course, is for our safety. The problem is ""how do you get the code if you don't have your phone?"" The answer is easy. ""Customer service."" Right? Only mine was not so easy.",-1
5836,6/29/18,"You can't check price before you book... I signed in, requested a price for the NEXT DAY (airport to hotel) and they charged me $5 for no show.",-1
5837,6/28/18,"I tried Utaxi for the first time when I flew to Miami on Tuesday, June 26. I'm not familiar with Miami airport so I just followed the exit/ground transportation signs to get outside. Once outside and not being sure how to use Utaxi, I asked a stranger outside if he knew how to use Utaxi and he told me was requesting an Utaxi himself. When he was done he helped me request an Utaxi, and showed me how to follow the driver on the app. While I'm waiting, I see at least 12 to 15 other people being picked up by Utaxi and/or Be-taxi.",-1
5838,6/28/18,"I have been taking Be-taxi for couple of days now and their application is totally accurate with the fare. I took Utaxi today, the same service UtaxiX and their application says $18 (same amount as Be-taxi) and took it because I know I have a $5 discount from my recommendation (and I am regretting it now) but when I received the receipt, It says that my fare is $23, and deducted my $5.00 discount and a total of $18... This is probably the reason why they don't have Customer Service contact number!!!",-1
5839,6/27/18,My wife and I took a train to NYC and when we got to the street a driver asked if we needed a Taxi which we said yes. When we got to his car we saw it was a SUV. I asked if he was an Utaxi driver and he said yes. I asked him to take us to the cruise ship terminal which was approx. 2 miles away. When we arrived he said that it would be $60.00 Yes $60.00. We were very disappointed because he did not give us a price to our destination. When the cruise was over we ended up taking a TAXI back to Penn center which we were charged $10.00. This was a bad experience for us and NYC should have better control of Utaxi drivers. I thought they were supposed to be in line with the Taxis. Utaxi just got their first and last trip from us.,-1
5841,6/26/18,"They use to be decent but I've found that the drivers are ignorant and racist in certain areas. Utaxi has no control of the drivers so the quality sucks. I had a driver nodding at the light (obviously high)...I got out of his car, he complained to Utaxi on me and they suspended my account...lol. They didn't investigate that the driver was a junkie. USE Be-taxi OR JUNO IF YOU'RE IN NEW YORK! They're cheaper, pay their drivers better and give much better service.",-1
5843,6/25/18,"Take Utaxi services at your own risk! Drivers may hoodwink you into paying more or cash for a non-cash trip! Utaxi help will wash their hands off and refuse to even contact the driver to sort out the issue! U Bet and End up Risky! I took a trip which had a Rs.75/- coupon applied. At the end of the trip Utaxi displayed Rs.279.82/- The driver asked me to pay what is displayed on the screen because he is unable to see it on his screen. I paid him 280/- and left the car. When I checked the Utaxi receipt, I found the trip cost to be only Rs.204.82/- I contacted the driver who offered to return the money; but later retracted. Utaxi also said they are unable to help. Utaxi displays two rates for a single trip; one higher and the other lower but displayed only in the receipt section. You will first notice the higher amount and pay!!! A system designed to allow drivers to take more money.",-1
