index,custom_comment,sentiment,1 Pricing and Fairness,2 Driver professionalism,3 Driver behaviour,4 Customer Service,5 Application,6 Lost things,7 Vehicle Condition,8 Safety & reliability,9 General bad,10 Other
5928,"I took Utaxi this morning to work and lost my cell phone in the driver's car. I have my passwords on my phone and I don't know my Utaxi app password. I can't reset my password because there is 2-step verification and I don't have my cell phone to receive the text message code. I have left 4 separate requests for help through the Utaxi website and I have heard nothing from them, after almost 3 hours. There is apparently no published Utaxi phone number that I can call. I am beyond frustrated. I will never use Utaxi again; my family will never use Utaxi again; I am going to tell anyone and everyone about my extremely negative experience in the hopes that they will never use Utaxi again. I will join the #deleteUtaxi campaign. I will testify in Congress if I get the chance. This is just ridiculous.",-1,0,0,0,1,1,0,0,0,0,0
5930,"On April 16th, I purchased a $10 Utaxi gift card to add to my credits to ensure I had enough credits to go to store and back home. This brought my credit balance to 13.50, one way ride was $6, therefore, I would have the $12 total to cover there and back, well I thought. On attempt to confirm ride home I had no credits remaining, even after the first ride receipt only showed $6. This left me stranded and having to walk 4 miles home because I had no more payment options. Contacted Utaxi via email when made it home. They gave me some dumb excuse about an authorization hold on an additional $6 to ensure there was enough on payment method to cover trip. Well first of all, this policy relates to debit or credit card use, and secondly, I've ride many times using gift cards and this never happened. Well they continued to reply saying the hold was released and I should contact my bank. HILARIOUS... what bank... idiots, I used YOUR Utaxi gift card.",-1,1,0,0,1,0,0,0,0,0,0
5931,"I usually take regular Utaxi. On April 15th I was traveling from Evanston to Hyatt at McCormick center and I called Utaxi pool since I had more time. The charges they showed were $16.32 and I accepted it. However they charged me $27.93. When I contacted Utaxi support, they continued to give me boilerplate answers. This is extremely frustrating. I explained to them that I had put the right address and was dropped off at right place, but they refused. The driver's name was Yvonne, and the Utaxi support is from someone named KOUSHIK from India (judging from the time posted, it say April 17th, and it's still April 16th in USA). This stupid jerk kept on telling me that I had different drop off than what was requested. I took back the Utaxi from same place, so check it jerk. To make my experience worse, when I took the ride back, again with Utaxi, he dropped me off 2 blocks away and I had to walk in pouring rain. Never again.",-1,1,0,0,1,0,0,0,0,0,0
5932,"During a trip to NYC, I quickly found that Utaxi rides are more expensive than cab fare. I decided to try the ride share one evening when money was tight. When I ordered the ride, it gave a pick up time 10 to 15 minutes away. When I accepted, it immediately changed to 1 minute, and I had to run to catch the ride. The driver dropped me off at a corner in Times Square, in the pouring rain, telling me this was my destination. I realized that he had dropped me 4 blocks away. I wandered around Times Square, in the pouring rain, dressed for a reception. My shoes and purse were completely ruined, as was my evening. I am deleting the app. I will never use them again.",-1,0,1,0,0,0,0,0,0,0,0
5933,On April 15th several of my friends were downtown at a concert and decided to take an Utaxi to and from the concert so none of us would drink and drive. Our first UtaxiXL (1-6 people) was $53 for 21 miles. No problem. When it came time to leave later that evening we selected the same Utaxi except the upfront price shown was $54.82. That was fine. When we arrived at our drop off destination another simple 21 miles away our ending fare was $124.42... Confused I contacted Utaxi since this was our first time using the service and I was told that the fare was correct and they up the prices at night to encourage drivers to be there. I was told there was nothing they could do and was assured that the fare was correct.,-1,1,0,0,0,0,0,0,0,0,0
5934,"My account was hacked by someone in London who has been using it to bill rides for 5 days (starting 4/10). I cancelled/deleted my account via the App. The charges continued. I contacted Utaxi support via Twitter who told me to change my password - which I did. The charges continued. They have credited some of the charges but now the support team doesn't seem to be actually investigating my problem. I only receive ""boiler plate"" responses and no resolution. On 4/15 I deleted the account using the Web interface. I also deleted it again from my phone. I will contact my credit card company to deny payment for these rides.",-1,0,0,0,1,1,0,0,0,0,0
5937,"Wait time fee assessed being the following conditions are true. I ordered the Utaxi in the exact location I was standing when the Utaxi arrived. The Utaxi driver did NOT await on me one second as I was waiting in an obvious location that is easily visible from anywhere in the parking lot. According to the policy, although the driver didn't wait for me - I was the one who waited. â€œA fee will be begin a few minutes after your driver arrivesâ€",-1,1,0,0,0,0,0,0,0,0,0
5938,"I had ordered a Utaxi cab and when I ordered it the fee was around $6, however once I arrived at my destination I received a notice that they had charged me extra fees without my knowledge or permission. I contacted them about this through Twitter and somehow my complete order was changed to the larger car, which I did not order. I guess they don't know that people get notifications when another device logs into your account because I received a notification that someone in Orange County had logged into my Utaxi account.",-1,1,0,0,0,1,0,0,0,0,0
5939,how about I took Utaxi about 6x and got a vehicle and Utaxi continue to charge my credit cards that was on file. They have no real contact information so I am filing a claim against them for my money I dont care if it only 16 dollars....I believe in fairness and honesty...so I am filing....they arent helping the customer but instead cheating the customer.....and yet would have so questions on their site stating pick one you were drop off at the wrong location or your driver was lost no and no you took my money in my account when I didnt use you at all. Thanks and you have a good day@#$%^%$,-1,1,0,0,0,0,0,0,0,0,0
5941,"When I first started riding with Utaxi a year ago the price was OK and when they were ""surging"" it was usually early morning, holidays and late night. Now it seems like the surging is constant. Price is one thing and another minute later it's ten dollars or more higher and it's not even a holiday or early morning or weather conditions. Drivers are charging fees for things that haven't happened, like spills, cleaning fees, burnt cigarettes. I don't smoke, but I learned early on always take pictures before and after your trips 'cause drivers will try to get you. They aren't ending trips on time, they're canceling without even getting close to the pickup spot. This company is out of control in pricing and driver and company customer service.",-1,1,0,0,0,0,0,0,0,0,0
5942,I've been using Utaxi for 2 years now. They started off as a great company but they've been steadily increasing their fares. I have noticed a trend with them as of recently. Several Utaxi drivers will sit in a parking lot and do nothing and jacked up the prices of rides. I go just under 3 miles to work and just under three miles back home. Not a very long distance but they tried to charge me as much as $40 S4 just 3 miles.,-1,1,0,0,0,0,0,0,0,0,0
5943,I took A Utaxi from Slidell to New Orleans which is about 30 minutes. Cost was ok. But on the way back it charged me 187$ for the same trip. NEVER AGAIN!!! I wouldve been better off to take my own car!!! THIS company should be fined for gouging and taking advantage of people. I do not recommend Utaxi to nobody!!!,-1,1,0,0,0,0,0,0,0,0,0
5944,"Like many others Utaxi charged me multiple cancellation fees that were driver's fault, not mine. Instead of refunding my Gift Card, they issue me Utaxi Credit. That credit has not been used for payment on the 30 trips I have made since it was sent to me. I have sent close to 100 messages to HELP and they assured me that if I added more money on my gift card it would be applied on next trip. 30 trips and $350 later, credit still there. After 45 days of constantly getting rides denied for insufficient funds, when my gift card/Utaxi credit amount that is combined together in payment was more than enough, I went to Houston Greenlight Hub. They too refuse to help me out and actually had security force me off the property.",-1,1,0,0,1,0,0,0,0,0,0
5945,"Utaxi as a company does not care about consumers. First, there is no way to communicate or get support. Second, there is no consistency between the website and the app. What can be done in one cannot in the other and vice versa. Third, the app does not always do what it is told. For instance I wanted to pay with a credit card and it defaulted to another account even though I specifically chose the CC. Fourth, the app rates the rider but does not give feedback. How does a rider know what they did that offended the driver so they can correct it? Finally, the web page and the app are cumbersome. It is extremely ironic that a user has to verify. They are not a robot to access a utility run completely by computers.",-1,0,0,0,1,1,0,0,0,0,0
5946,Try to contact anybody on Utaxi either by phone or the internet. These idiots that run Utaxi do not realize that they can also go under. Nobody is too big to fail. I can do without Utaxi. They can go to hell.,-1,0,0,0,0,0,0,0,0,1,0
5950,"Both of our phones tied to our Utaxi Account were with us in Las Vegas, NV. One phone received a text that an Utaxi driver was waiting for us at a location in Columbus Ohio. We responded that we were in Nevada and had not requested the ride. The ride was cancelled as a no-show and we were charged two five dollar no show fees. We have had at least 20 e-mail conversations with Utaxi customer service and they continue to insist that the request came from our phone. Utaxi has no phone access.",-1,0,0,0,1,1,0,0,0,0,0
5952,"The upfront price that came up was $37 for a ride from French Quarters to the airport on March 26. I was charged $55. On March 22 we took Utaxi from airport to the French Quarter and it was $37. It was the same time of day, approx 1:30-2 pm. I put in a complaint to Utaxi and their response was that there is a delay between the upfront price and the actual price charged. I asked why it would be that much more at the same time of day with no traffic from when we took Utaxi from airport. No response or offer to refund me the difference. No apologies. Very poor customer service. Don't use Utaxi because they will show a cheaper price upfront to get you to use them over Be-taxi but will charge you more. Scam.",-1,1,0,0,1,0,0,0,0,0,0
5953,Utaxi seems to be using Ride Share to attract customers to purchase flat rate rides to selective customers. I have been a customer for a long time but no one get any type of perks for using their service almost every day. It's not fair that there aren't any services that can be helpful to a woman who has anxiety of taking public transportation. It's very difficult and I feel they take advantage of consumer.,-1,0,0,0,1,0,0,0,0,0,0
5954,Low customer support. Does not have professional customer service. Not proactive and well understand the issue but just promptly answer to meet timeline kpi. I have been contacted an issue for a year and it never been resolved. They assign multiple person to reply on an issue and none of them has just read through the previous email and just randomly answer the initial question by procedure. It makes me feel I am talking to a chat bot with low logical script and takes me too much time to explain in details what is going on. They even copy and paste exactly the same message they had sent to me for 4 times.,-1,0,0,0,1,0,0,0,0,0,0
5955,"Thank you for refunding the cancellation charge. And as I said, my first rides withUtaxi have been a pleasure.
 Now my more serious concern is being in physical danger when a driver cancels my ride home without warning or cause, will not allow me to re-schedule a ride, and leaves me stranded again, at night, far from home, anywhere in Cuyahoga County. Is there a solution for this very real danger?",-1,0,1,0,0,0,0,0,0,0,0
5956,"Today, right now as I'm writing this, for the second day, I have been waiting for a ride since 1 pm. It is now 6:02. Drivers have literally been driving right past me for hours. Yesterday I thought I would be stranded at worst when no Utaxi driver would pick me up. I will not EVER use Utaxi again. Be-taxi IT IS!!!",-1,0,1,0,0,0,0,0,0,0,0
5957,"Last week I ordered an Utaxi but I canceled it before it arrived and took the bus instead. When I got home I received an email from Utaxi saying that they had revised my charge. Apparently the driver filed a claim for something Utaxi called a ""cleaning fee"". I disputed this saying that I had not even entered the vehicle and asked for proof of this claim. They then sent me several photos which showed what appeared to be damage to a seat cushion from a cigarette burn.",-1,1,0,0,0,0,0,0,0,0,0
5958,I ordered Utaxi in Fla. The driver came promptly. Anyway when I checked my account this driver in Fla. charged me $150.00 for cleaning her car over the above price which was $26.19. Utaxi stated that the driver sent pic that we spilled and messed up her car. Well my husband and I didn't bring any food and no drinks. We had a suitcase and carry on with no liquids. Also the driver stated she had a customer prior to us that made a mess. So if you decide to take Utaxi I would take pictures of the inside/out so you don't get ripped off. I myself will never take Utaxi again.,-1,1,0,0,0,0,0,0,0,0,0
5959,"I ordered a Utaxi can on March 23 to go to Ambience mall Gurugram India from sec 21, Dwarka New Delhi using my app thru temporary India phone #. The driver arrived but refused to take to the requested destination. Very poor service for my first Utaxi experience. He then cancelled the request so no order number on hand.",-1,0,1,0,0,0,0,0,0,0,0
5960,"No one cares at Utaxi, No one cares at Be-taxi I wish I could get someone to tell me how to set up an account",-1,0,0,0,1,0,0,0,0,0,0
5961,"It was around 2:00 am in the morning and trying to get home. The cost of getting home is $24.00, when I was trying to get an Utaxi it was saying that it would cost me $93.00... WTF? Rip off... who can afford that?!! Took a yellow cab instead! I have nothing good to say with respect to Utaxi as they are ripping people off and sometimes get away with it... that should not be allowed! What if a senior citizen is trying to get home and they live on their pension. When I complained about this to Utaxi they said because there was limited drivers... so in other words you have to bribe your drivers that work for Utaxi?? They are losing business from me and I will be spreading the word on this matter!!! BE CAREFUL when paying from your credit card on your app on your phone that you don't accidentally assume you are going to be paying what you normally pay because Utaxi will not reimburse you... they will tell you to go and pound sand!",-1,1,0,0,0,0,0,0,0,0,0
5962,"Got picked up at airport after inputting my correct destination (about 50 minutes away). Next day I saw that Utaxi had charged me for 2 trips -- the first was 0.04 miles to go about a half a block at the airport -- for $18!! This charge is totally bogus; I never ordered that trip. Why in the world I have?? At that rate, ($18 for 0.04 miles) a mile-long trip would cost $45,000! Utaxi refused to refund me the $18. Never again will I take Utaxi. (I have to add, though, that my driver seemed a bit shady. I wonder if he somehow arranged for the bogus 0.04-mile trip so he'd get more money.)",-1,1,0,0,0,0,0,0,0,0,0
5963,"The drivers constantly cancel and charge late fees. Customer service is only reachable through the app (no phone #), and they're useless. The little money potentially saved isn't worth the hassle, from what used to be an OK company and idea. SMH.",-1,0,1,0,0,1,0,0,0,0,0
5964,"I ordered food from Flying Biscuit through Utaxi Eats. The food arrived very late, cold, and missing the coffee that I ordered. The driver said that it must have been given to someone else and did not have the food place in a sleeve to keep it warm. I ordered eggs, grits, potatoes, and sledgehammer coffee. The food could not be reheated as the texture and taste would be affected so I had no choice but to toss it. I send several complaints to Utaxi who said that they would credit me for the coffee ($6.99 and no credit to account as yet), but I would not be credited for the food. Sledgehammer $6.99, Egg-Straordinary Breakfast $8.99, Signature Chicken Sausage Patties $4.29, Busy Area fee $1.65, Booking Fee $4.99, Tax $1.80. After paying this much for a breakfast for one person, shouldn't the food be eatable? ***GIANT RIP-OFF*** I feel violated as a consumer.",-1,1,1,0,0,0,0,0,0,0,0
5965,"I've been using Utaxi faithfully over the years. However, I will be switching over to Be-taxi. Their lost item policy is reasonable unlike Utaxi. You can leave an item in the car and the driver can take it without any repercussions. I don't think it's a good policy at all. I contacted the driver numerous times about my iPhone and tracked it. He ignored me intentionally. His intentions were to keep the phone.",-1,0,0,0,1,0,0,0,0,0,0
5966,"I've already left a bad review on the app but since their a Trump supporting company and to stupid to know how to make their crap work I can't edit it. I'm a traumatic brain injury person who almost fell 3 times on my way home because they can't give you a proper estimate of their drivers and I had to walk home in below freezing temperatures without a jacket. Their app is just bloatware and they think just because they support the illegitimate president they are safe from public opinion! If you are reading this and have a android, do yourself a favor and get the Be-taxi app!",-1,0,0,0,0,1,0,0,0,0,0
5971,"Prebooking a day ahead and been canceled by Utaxi two minute before pick-up time. Owing Utaxi has problem get payment from PayPal. The first time try to book Utaxi, pre booking pick-up from ** to 74/82 Jells Road, Wheeler Hill, Vic.3150 at 08:10 am 08-03-2018. At 08:07 am 08-03-2018 received a txt from ** that you can not arrange my order, owing to has problem to get payment from PayPal. I wonder what type of attitude you are? You should connect me within hour after my booking to solve it out, not until final pick-up time. I am very unhappy and disappointed to Utaxi.",-1,1,0,0,0,1,0,0,0,0,0
5972,"I've been taking Utaxi to work and back, while the car gets fixed. I have a few things I'm pissed about. First for one thing I had to go to work this morning and every time a driver accepted my ride, they would cancel on their way to pick me up, that happened 3 times. I didn't want to be late for work. One of the drivers suddenly texted me and said he can't do my ride and the idiot tells me to cancel. I got a charge for canceling. Then another idiot driver that accepted to give me a ride, he stopped driving. ( I saw him on the map) just sitting there a long time, he texted me finally and asked me if I would mind if he changes vehicles? I didn't answer him, so the weirdo canceled my ride. I'm very angry at this point, so I tried Be-taxi (which is much better) and I got a ride from them right away. I made it to work on time.",-1,1,1,0,0,0,0,0,0,0,0
5973,Until a week ago I would always prefer and use Utaxi as a choice. It was good service at the affordable price rate. The rate was always below the yellow cab rate. Since a week Utaxi started increasing rate. It is I think based upon the demand and area you are travelling to. It cost now almost 40% more than normal rate. I find this very unethical as it is done w/o informing customer. I feel being cheated and I am so pissed off that I don't want to use Utaxi anymore. The other day I got a ride from Sunnyside to Manhattan with Utaxi at $34 and on my way back I took a yellow cab which cost $20. This is unbelievably ridiculous.,-1,1,0,0,0,0,0,0,0,0,0
5974,"I have used UtaxiRush multiple times to deliver flower arrangements from my floral shop. I had a problem in November of 2017 and in February of 2018. When you call the support number, it is routed out of the country always. With all due respect, often the person trying to help has a strong accent which can make it difficult to understand what they are saying as well as, often, the reason for my call is often lost in translation. WHY IS Utaxi UNWILLING TO PROVIDE HELP WITHIN THE UNITED STATES?",-1,0,0,0,1,0,0,0,0,0,0
5975,FRAUD CHARGES on my bank acct. Waiting for a response from Utaxi is almost impossible. I had to message them from FACEBOOK! They point you in the direction to download their app. Why would I want to do that? I want the fraud charges reversed. My bank will be on it and then a consumer report to Oregon Attorney General. I don't even use Utaxi nor do I even know anybody that does.,-1,1,0,0,1,0,0,0,0,0,0
5976,"On Friday, February 23rd I requested a pick up from a doctor's office back to the office for a conference call. The Utaxi driver arrived (based on my phone tracking display) then canceled my ride (not sure why -- but can speculate that he saw my race and didn't want me in his vehicle. It took 10 minutes to get another Utaxi driver and I was late for my call.",-1,0,1,0,0,0,0,0,0,0,0
5977,"The company is worst in consumer affairs as it does not have a proper means of communication in case of any dispute/issue. The only option is to write your query in the help section of the app, but that also does not get solved. In my case, recently I was trying to book the ride but due to less balance in my payment, I was not been allowed to book it so I changed the payment method to Cash and booked the ride and paid the cash to the driver at the end of the trip. However, while trying to book subsequent ride, I noticed that the payment for earlier ride was o/s, for which I tried to find the Utaxi's Customer Care no. which I could not found anywhere so was forced to taken other modes for travelling for the subsequent rides and I put up my query in the Help Section.",-1,1,0,0,1,0,0,0,0,0,0
5978,"Lately I must question Utaxi's employment screening practices. For instance last Sunday on February 18th I used Utaxi to commute to work. I came downstairs 30 minutes early for a seven minute commute. I connected with first drive and that appeared to be 8 minutes out. When my Utaxi approached the 1 minute out mark the driver canceled with no notice. I was picked up again and I immediately call the Utaxi driver and was sent to voicemail 3 separate times. When my cell displayed 'arriving' the driver called and stated he was at the back gate. I explained to driver that I was at the front gate and I did not know the location of back gate. I also stated I attempted to call 3 times to inform him (""Chico"") that I was at front gate. His exact words were, ""Bye Girl"" and he immediately disconnected and canceled trip. Another driver picked me up and I arrived at work at exactly 11 pm. I got to work and immediately put in a complaint and nothing was done.",-1,0,1,0,0,0,0,0,0,0,0
5979,I contacted Utaxi customer service while on a visit to New Orleans after a 30 minute ride in the most disgusting vehicle ever. Stains were everywhere and the smell was unbearable! Utaxi gave me a 5$ credit on my next ride with them as if I would ever think of using their service again. I was charged 37$ and they refused to refund.,-1,1,0,0,0,0,0,1,0,0,0
5982,"I had used Utaxi service to travel from Raheja Garden, Wanowrie to Pune Airport in Pool category on 8th Feb. I was supposed to Pay Rs 130.50 for the ride. I had paid Rs 200 to driver at the Pune Airport. He was not having the change so he went to bring the change. He asked me to wait and told me that he will park it and get the change from a shop. He didn't returned for a long time. I called him, initially he picked you the phone but later on, he stopped picking the phone too. Since I was getting late for my flight, I proceeded for my journey. Today I am back to Pune and thus writing you the mail. This was my first ride with Utaxi but with bad experience. When Complained to Utaxi, received a poor response.",-1,1,0,0,0,0,0,0,0,0,0
5984,I received an email receipt for a Utaxi ride I never took. I had signed up for Utaxi 4 months ago but have never used it. Although the charge was only $7 I told Utaxi my account had been hacked. Instead of investigating they told me it was a legitimate charge and even if my bank refunded the charge I would still owe Utaxi the $7.,-1,1,0,0,1,1,0,0,0,0,0
5985,My mom who is 62 and handicap requested an Utaxi carseat for her and my 20 month daughter on 7th Ave. Kmart on 34th St. in NYC today. They sent a shared Utaxi. Then the driver said he would meet them at Grand Central Station which is at least 5 Avenues away or pick her up in front of a hotel. He never arrived and charged for a trip that neither my mom or child was in the car! You can see in the email images that there is no way in hell that short of a trip could have been $18! My mom called Dial 7 and they took her and the baby home. This is outright fraud.,-1,1,0,0,0,0,0,0,0,0,0
5986,"it would be a bit unfair to many other great Utaxi drivers i have met but i was getting really angry after some of the drivers cancelled my trips. damn, they are suck. seriously, my stupid drivers were $#*!ing crazy. he called me to ask me where i was, i told him the pick up point i was standing at but because i was in the other side of the road, i tried to tell him that but he talked to me in his broken english with an aggressive voice. he didnt even notice the name of the streets i tried to tell him and misheard what i was saying. he hung up the phone without saying anything and i realised that he was in the wrong direction and i tried to contact him but he didnt pick up the phone. after a while he cancelled my trip. suckkkkkkkkkkkkkkkkk. i am too sick of these types of Utaxi drivers. plz recruiting and tracking your driver selectively.",-1,0,1,0,0,0,0,0,0,0,0
5987,"I have created an Utaxi account recently in Portland, US. When I try to use the free first ride which is the referral ride, it throws some error. I must have written to customer care some 10 times since yesterday and they are so inefficient even to resolve small issues like this. They have been giving some lame excuses and suggestions, to restart my app and all. Worst of all, they even stopped responding after some time. I have not been able to book a ride because of this. I have never expected such a worst service from Utaxi, when they claim that customer service is their first priority.",-1,0,0,0,1,1,0,0,0,0,0
5988,"I was overcharged by Utaxi recently. I was shown a fare of 787.66 and at the at of the trip the fare was 1875 and I had to pay it. Later I contacted Utaxi and they said it happened due to GPS error and they refunded me the difference in Utaxi credits. Now, I don't understand who has given them the right to convert my money into Utaxi credits!!! I have no intention of using Utaxi again after this bad experience.",-1,1,0,0,0,0,0,0,0,0,0
5989,Utaxi has very bad customer support. If their driver charge more they didn't refund any amount to customer and he has to pay more than double some time because of Utaxi bad system response or driver ask to pay more amount. In this way Utaxi is cheating its customer. They should ask their driver to pay back extra amount instead of blaming customer to pay through online methods. They simply says they didn't pay the cash payment that is paid by mistake.,-1,1,0,0,1,0,0,0,0,0,0
5990,"My little sister's flight with AA was canceled last night due to crew not showing up... something BS about how they worked past a certain amount of hours. This is gross incompetence on AA's part. Then Utaxi has no cars available, but charges me 56 USD on hold on my card. I then get a Be-taxi to bring my little sister back. Now it's the next day, I try to get an Utaxi, the fake taxi shows up and tells us she can't drive to LAX... so, no my little sister is on a time crunch, again, I use Be-taxi to get her to the airport. I check my card, Utaxi has put $112 USD on hold... FOR NOT BEING ABLE TO DO THEIR WORK? What a bunch of **.",-1,1,1,0,0,0,0,0,0,0,0
5992,I asked to be picked up from Utaxi on 2/13/18. It was really cold out that day. When I made my appointment they said 5 min away. I waited 20 min. Then I got a phone call from the driver saying he wouldn't be able to pick me up. This happened 3 times with other drivers! I finally got a guy to pick me up. After bribing him with a big tip. Then I get the charge from Utaxi it was more than it was supposed to be. Come to find out after complaining they bumped me up to UtaxiXL. Even after telling them everything I went through to get a driver to pick me up and that I didn't order XL they still would give me back the extra money they charged me. This company is a joke and wouldn't recommend anyone to use this service. I give it no stars!,-1,1,1,0,1,0,0,0,0,0,0
5994,"I've been using Utaxi regularly for the past month to go to and from work, all of the a sudden in the past 2 days my fare to work has increased by $3 and is the same from work to home. When I dared to question them I am being blown off and saying I accepted the fare so I shouldn't question it. I accepted the fare because I needed to get to work and wasn't about to be late by $3 an issue I thought could be resolved after, they claim to be upfront in their pricing but charges are not consistent which is unfair and unethical. I know if I call a local taxi my fare is the same no matter what time of the day it is.",-1,1,0,0,0,0,0,0,0,0,0
5997,Utaxis refund policy is a joke; dont waste your time. I had a very legitimate claim and Utaxi has been sending me back and forth numerous emails for just 16 dollar and they will just play you around. I always thought Utaxi is a reputable reliable company until today when i tried the service and realized how much they are fraudulent and their site designed to steal people money.,-1,1,0,0,0,0,0,0,0,0,0
5998,"I called Utaxi. I first selected rideshare. They never came and said they could not provide the service and to try again later. They billed 5.00 for not showing up. Screw them. I tried again Then the guy who showed up, didn't have the car they said. He was using his girlfriend's car. The method for asking for a refund is no use. It cost too much time to get the 5.00 back. I will not use Utaxi again.",-1,1,1,0,0,0,0,0,0,0,0
5999,0n 2/16/18 @ about 4pm I request a ride from Utaxi (Dave) whom called me to confirm he was picking me up in 5 mins but he cancelled at the last minute. I then arranged another ride with Mark (the app said he would meet me in 29 mins) and waited for him in the freezing cold for more than 30 mins. He then called and said he required additional time to pick me up as he had a problem with his last fare. At this point I told him to never mind as I was going to call a taxi which I did... I wasn't going to risk waiting in the cold to this gang that can't shoot straight. I sent them an email to delete my account after this fiasco.,-1,0,1,0,0,0,0,0,0,0,0
6001,"Utaxi driver said we caused damage to his car. He charged us 170.00 for a 10 min ride. We did not cause damage to his car. The ride home consisted of my parents and 2 friends. We sat quietly on the way home and he accused of us damage that we have no idea what he is talking about. Very sad, because you can't trust Utaxi.",-1,1,0,0,0,0,0,0,0,0,0
6002,"I went to the help section in Utaxi app and the following: ""I confirmed my trip price at $16.46 but I was charged $30. Why did my trip price change? I should be charged my confirmed price. Please refund me the difference... thanks."" They wrote back: ""I reviewed your trip, and can see that the price you were charged $30.03 matches the price you were shown before you confirmed the trip. If there's a significant delay between entering your location and confirming your trip, your price may sometimes change. If that's the case, we'll always ask you to re-confirm the new price.""",-1,1,0,0,0,0,0,0,0,0,0
6004,"I would like to start off with the that I only use Utaxi because I live in Las Vegas and it's easier to get home from work at night, now that being said, thinking I was doing the ""smart"" thing I decided to use Utaxi Gift cards as form of payment due to the fact Utaxi has been hacked several times. Well once again today my Utaxi driver kept my ride going long after I finished the trip and once again I was DOUBLE charged, and once again I'm left to just hope and pray to get a response from ""Utaxi support"". What a horrible company. Very dishonest as a whole! I would rather pay double for a taxi than be stolen from! I've received better customer service at 24 hour fast food restaurants!",-1,1,0,0,1,0,0,0,0,0,0
6005,"I noticed that I did not get a refund for a wrong cancellation fee from Utaxi. It is annoying enough to wait for a driver who never shows up but even worse to be charged for it. I went back 2 months to see if any of my cancellations fees were posted and they we not! Tried to contact Utaxi, no number to call, except posting it through their website, which says that my refund has already been processed.",-1,1,1,0,1,0,0,0,0,0,0
6006,"I started an account with Utaxi back in December preparing for a trip. I played with the app a bit to learn how to use it. When I tried to actually use it the first time after depositing a $50 gift card it did not work, ended up taking a taxi to airport. Eventually I discovered that the app no longer recognized my email address or telephone number. After numerous attempts to rectify the problem with Utaxi I have gotten nowhere, they only communicate thru email and seems that they don't understand your problem or just fail to communicate. I have no other recourse except to make complaints and warn others.",-1,0,0,0,1,1,0,0,0,0,0
6007,My son book a Utaxi ride for me and my wife and for 10 blocks maybe 10 minutes ride we got charge $50.00 dollars. That is a rip off. We never going to use Utaxi again. Better to ride in a legal yellow cab.,-1,1,0,0,0,0,0,0,0,0,0
6008,"I order trip. Driver no come. I waited long time. Driver cancelled my order. Charged me $5 for cancellation, without no come for pick up me. I must ordered second time. And other driver pick up me and was no problem with this trip. When I wanted to refund $5 to my debit card, I received message that trip was correct and them not refund money. The problem - no trip, charge money.",-1,1,1,0,0,0,0,0,0,0,0
6009,"I love Utaxi, but this a problem they need to fix. While on my way home, a very young impatient driver veered into another lane of freeway traffic to avoid a delay caused by an accident. I had a closed bottle of coke in my hand. It fizzed very little and some got on me. Not enough for me to panic about. We ended up having to take a very long route back to my house due to her impatience. Being a nice person I didn't say anything. When I got out I checked the back seat which was stained and filthy, to make sure I didn't leave anything behind. No coke spill, nothing. We exchanged pleasantry. Nothing, ""oh you ruined my car!"" Nothing. Charged $90 clean up fee... I will dispute this at my bank, at Utaxi. I don't think it is the company, but drivers who need to know that some people will make their lives miserable if they are very dishonest.",-1,1,1,0,0,0,0,0,0,0,0
6011,"Utaxi IS A HUGE SCAM, they quote you one price when you request the Utaxi and then they change the price after you request your ride, they basically double the original price that they quote to you first, this is a huge scam and if you don't check on time they can easily scam you by doubling the price that you never agreed to. I am not done with reporting Utaxi to every place I can because this is a rip off... I advise everyone to stick to regular taxi cab service.",-1,1,0,0,0,0,0,0,0,0,0
6012,"Used Utaxi Eats 1 time in Atlanta GA, now my card has been used for other transactions to Utaxi. No way to let Utaxi know the possibility of their drivers selling credit information. Will never use this service again!",-1,1,0,1,0,0,0,0,0,0,0
6014,Well I have been driving for Utaxi for 1 week and if there is one thing I learnt is how cheap people really are. The worst invention in taxi service history has to be this Utaxi pool thing. Everyone and their mother picks Utaxi pool because it's cheaper than Utaxi X but refuse to want to deal with other passengers in the Utaxi vehicle. So not only do I lose money with Utaxi pool but I get to deal with people that don't comprehend what Utaxi pool is.,-1,0,0,0,1,0,0,0,0,0,0
6015,I don't mind riding Utaxi. The only issue I have with Utaxi is some of their policy. It happen a lot to me that my Utaxi driver cancel because they lost and can't found where I'm located at the moment. And Utaxi charge me for the driver cancellation. That's not my fault if they lost. And I have to pay for that. When they refund you they give you a credit to use for your next trip. Utaxi is funny so they never lose and we already lose. I'm not happy about that and want Utaxi to start refund in our card. Thank God the trip was only 4$. Imagine a trip of 30$ that a driver decide to cancel because they unable to find you. Utaxi CHANGE THAT POLICY OR I WON'T USE YOU ANYMORE.,-1,1,1,0,1,0,0,0,0,0,0
6017,"In July of 2017 I used Utaxi Pool to go 1.5 miles from the Atlanta airport to my offices near the airport. I was quoted $5 to $7 dollars before I accepted. (I used Google Maps to book it, which Utaxi allows. If Google was the problem, which no one at Utaxi ever said, their problem should be with Google.) I got charged over $13. I wrote Utaxi and in their response they emphasized that what I am quoted before the trip will always be the price, ""no surprises,"" then went on to say they had reviewed the trip, and the charge was in line with what it should have cost, so ""you're good.""",-1,1,0,0,1,0,0,0,0,0,0
